40.1877	13.4356	3.19803	0.304178	39.9009	13.6243	40.0971	13.6505	2.66232	1.36458
42.7713	14.8219	2.09976	2.11593	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
42.7956	14.8341	2.36717	2.22728	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
45.3558	16.556	2.69774	1.37349	45.3572	16.5524	45.4265	16.3307	2.64546	1.297
45.4028	16.5717	2.77646	1.39871	45.649	16.5213	45.4265	16.3307	2.64546	1.297
48.1549	17.2885	2.67331	0.222627	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
48.1529	17.2906	2.76744	0.258862	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
50.6243	19.0612	2.32247	2.83594	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
50.5744	19.0398	2.12018	2.74752	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
53.7188	19.9113	3.92325	-0.399255	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
53.604	19.8703	3.35037	-0.596657	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
56.0393	21.0797	1.74634	2.43714	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
56.0304	21.0768	1.84813	2.48	55.867	20.985	55.9669	20.9874	2.56561	0.978022
58.6574	21.7945	3.19064	-0.490907	58.6632	21.7821	58.5483	21.9225	2.53033	0.869205
58.656	21.7951	3.1877	-0.489706	58.5799	21.9815	58.5483	21.9225	2.53033	0.869205
60.88	22.7775	1.46329	1.96469	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
60.9214	22.7936	1.85288	2.11735	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
63.3777	23.4175	2.88286	-0.404533	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987
63.4383	23.4411	2.88894	-0.396977	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
66.3394	23.9889	2.99109	1.23058	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655
66.17	23.9281	2.27224	0.980018	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
68.2641	24.3623	1.88563	0.0263003	68.2621	24.3582	68.4273	24.4824	2.30293	0.385623
68.4085	24.414	2.41728	0.21152	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
70.8273	24.8825	2.441	0.653657	70.8275	24.8844	70.7385	24.8137	2.22347	0.265395
70.7721	24.8623	2.21221	0.574194	70.7403	24.6728	70.7385	24.8137	2.22347	0.265395
72.8937	24.7189	1.9804	-0.666754	72.8923	24.7135	72.9675	25.025	2.13584	0.150292
72.9795	24.7486	2.30314	-0.563098	73.0732	25.0343	72.9675	25.025	2.13584	0.150292
75.0039	25.2518	1.85076	1.24623	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626
74.9804	25.2435	1.75271	1.2126	74.9748	25.1378	75.1062	25.1224	2.04114	0.0423626
77.12	24.9405	2.37809	-1.35949	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566979
77.1136	24.94	2.23009	-1.39702	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566979
79.11	25.0262	1.89182	1.12896	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607
79.0736	25.0142	1.62201	1.04645	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607
80.8072	24.8774	1.74925	-0.973545	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536
80.8649	24.8947	1.84791	-0.943148	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536
82.622	24.6344	1.72224	0.219956	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012
82.5829	24.6234	1.52123	0.165143	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012
84.1729	24.5521	1.63703	-0.234794	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444
84.1799	24.5533	1.63705	-0.235815	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444
85.6398	23.8118	1.26053	-1.11316	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006
85.7257	23.8348	1.54811	-1.04017	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006
86.9475	23.522	0.966663	0.181149	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654
87.06	23.5518	1.13587	0.227362	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654
88.8174	22.7937	2.27177	-1.41561	88.8227	22.7869	88.4904	22.9745	1.23247	-0.450514
88.6885	22.7619	1.74228	-1.53435	88.4191	22.9498	88.4904	22.9745	1.23247	-0.450514
89.5048	22.3009	0.0193324	0.240025	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904
89.634	22.3337	0.577909	0.373415	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904
90.5111	21.675	1.09366	-1.36897	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241
90.6025	21.6976	1.31752	-1.31545	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241
91.7193	21.1101	0.971651	-0.0863348	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488963
91.7766	21.1242	0.980847	-0.0792887	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488963
92.859	20.9543	1.17213	-0.227939	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443
92.908	20.9655	1.07753	-0.2457	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443
93.472	20.2194	0.0558332	-1.12631	93.4668	20.2155	93.9011	20.513	0.92369	-0.495918
93.6323	20.2539	0.80083	-0.979903	93.7423	20.5071	93.9011	20.513	0.92369	-0.495918
95.3143	19.6553	2.52748	-0.284143	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439
95.0095	19.594	1.23185	-0.524086	94.494	19.8854	94.8209	20.01	0.893308	-0.497439
95.5105	19.6943	-0.152404	0.500676	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816
95.6121	19.7152	0.430337	0.621591	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816
96.2625	19.168	0.797148	-1.35534	96.264	19.1597	96.5842	19.0066	0.865773	-0.50059
96.3224	19.1788	0.977042	-1.32306	96.559	18.8688	96.5842	19.0066	0.865773	-0.50059
97.5261	18.7206	1.45871	0.158707	97.5286	18.727	97.45	18.506	0.868716	-0.503009
97.4441	18.7035	1.01496	0.0775846	97.5333	18.1735	97.45	18.506	0.868716	-0.503009
98.213	18.3769	0.51871	-0.621106	98.2105	18.3739	98.3198	18.0049	0.882804	-0.506023
98.2757	18.3878	0.779795	-0.576127	98.4162	18.1556	98.3198	18.0049	0.882804	-0.506023
99.0367	17.3602	0.722346	-1.3441	99.0363	17.357	99.2049	17.503	0.908006	-0.509278
99.0752	17.3663	1.02797	-1.30146	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278
99.9975	16.9817	0.862933	0.250883	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134
100.056	16.9914	0.86277	0.252414	100.441	16.9521	100.117	17.0001	0.944242	-0.512134
101.201	16.5418	1.38088	-0.927464	101.204	16.5368	101.066	16.497	0.991362	-0.513687
101.157	16.5344	1.1396	-0.963026	101.169	16.4353	101.066	16.497	0.991362	-0.513687
102.386	16.3933	1.34585	0.435616	102.387	16.3992	102.063	15.9949	1.04911	-0.512803
102.277	16.3747	0.987293	0.377433	102.081	15.8359	102.063	15.9949	1.04911	-0.512803
103.006	15.3631	0.431063	-1.99006	103.003	15.353	103.119	15.4967	1.11708	-0.508169
103.065	15.3699	1.03387	-1.92431	102.776	15.1195	103.119	15.4967	1.11708	-0.508169
104.114	15.2579	1.13038	1.15	104.114	15.2708	104.244	15.0064	1.19469	-0.498349
104.058	15.2487	1.01311	1.13102	103.905	14.7607	104.244	15.0064	1.19469	-0.498349
105.537	14.4548	1.84784	-2.11612	105.541	14.4413	105.447	14.5293	1.28111	-0.481861
105.451	14.4423	1.54297	-2.15335	105.316	14.0026	105.447	14.5293	1.28111	-0.481861
106.832	14.0358	1.28772	0.802189	106.831	14.0482	106.737	14.0724	1.37529	-0.457255
106.776	14.0291	1.24478	0.796533	106.439	14.2401	106.737	14.0724	1.37529	-0.457255
108.083	13.6686	1.32812	-1.16226	108.084	13.6604	108.122	13.644	1.47592	-0.423202
108.126	13.6737	1.55749	-1.13674	108.131	13.6844	108.122	13.644	1.47592	-0.423202
109.535	13.5641	1.30202	0.598919	109.534	13.5714	109.606	13.2536	1.58144	-0.378583
109.514	13.5607	1.33601	0.601369	109.388	13.1556	109.606	13.2536	1.58144	-0.378583
111.061	12.5925	1.69732	-2.05139	111.063	12.5814	111.196	12.9118	1.69008	-0.322574
111.143	12.6022	1.86458	-2.03153	111.426	12.9557	111.196	12.9118	1.69008	-0.322574
112.913	12.4742	1.73489	1.18982	112.913	12.4877	112.893	12.6299	1.7999	-0.254723
112.89	12.4724	1.65466	1.18222	112.797	12.8241	112.893	12.6299	1.7999	-0.254723
114.799	12.5583	2.11805	-0.667273	114.801	12.5506	114.699	12.4195	1.90891	-0.175007
114.788	12.5567	1.96658	-0.68342	114.916	12.3187	114.699	12.4195	1.90891	-0.175007
116.688	12.1019	1.84324	-0.29801	116.687	12.1036	116.611	12.2921	2.01507	-0.0838683
116.749	12.1081	2.07673	-0.276212	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683
118.952	11.9997	2.32591	0.0112662	118.953	12.0009	118.628	12.2586	2.11647	0.0177712
118.921	11.9973	2.17992	-0.00137053	118.85	12.4063	118.628	12.2586	2.11647	0.0177712
120.699	12.2898	1.40608	0.485806	120.695	12.2918	120.743	12.3289	2.21139	0.128528
120.812	12.3013	1.92891	0.540121	120.934	12.1905	120.743	12.3289	2.21139	0.128528
123.56	12.8296	3.52295	0.541447	123.568	12.8297	122.95	12.5114	2.29835	0.246599
123.356	12.8083	2.59147	0.440917	123.142	12.7694	122.95	12.5114	2.29835	0.246599
124.904	12.7779	0.548177	-0.384695	124.894	12.7743	125.242	12.8125	2.37624	0.369827
125.208	12.8089	2.05781	-0.236241	125.376	12.9964	125.242	12.8125	2.37624	0.369827
127.847	13.3218	3.20767	1.04723	127.853	13.3273	127.609	13.2365	2.44434	0.495787
127.708	13.3069	2.62697	0.983416	127.506	13.153	127.609	13.2365	2.44434	0.495787
129.951	13.7006	1.86552	-0.0252036	129.947	13.6963	130.042	13.7853	2.50232	0.621879
130.072	13.7133	2.29291	0.0204136	130.334	13.781	130.042	13.7853	2.50232	0.621879
132.094	14.5016	1.78745	1.31336	132.092	14.507	132.53	14.458	2.55028	0.74543
132.222	14.5157	2.30601	1.37501	132.447	14.3423	132.53	14.458	2.55028	0.74543
135.069	15.0533	3.33462	-0.0279857	135.073	15.0475	135.066	15.2513	2.58865	0.863795
134.989	15.0441	2.81684	-0.087711	135.127	14.6575	135.066	15.2513	2.58865	0.863795
137.563	16.2059	2.3782	2.02141	137.561	16.2147	137.639	16.1592	2.61821	0.974442
137.614	16.2126	2.59221	2.05052	137.653	16.5145	137.639	16.1592	2.61821	0.974442
140.331	17.0169	2.79707	-0.0568312	140.331	17.008	140.242	17.1733	2.63994	1.07503
140.347	17.0195	2.86743	-0.0468691	140.305	17.5379	140.242	17.1733	2.63994	1.07503
142.891	17.9847	2.27001	1.65781	142.888	17.9918	142.868	18.2829	2.65497	1.16346
142.895	17.9859	2.50622	1.69285	142.626	18.1458	142.868	18.2829	2.65497	1.16346
145.392	19.1653	2.47177	0.822674	145.392	19.1617	145.51	19.4754	2.66445	1.23795
145.496	19.1792	2.76289	0.863104	145.789	19.3785	145.51	19.4754	2.66445	1.23795
148.251	20.4723	2.76199	1.59148	148.251	20.4754	148.163	20.7364	2.66951	1.29702
148.223	20.469	2.61777	1.57021	148.146	20.9376	148.163	20.7364	2.66951	1.29702
150.687	22.1137	2.32225	1.69119	150.686	22.1142	150.825	22.0502	2.67111	1.33953
150.722	22.1189	2.61217	1.74061	150.649	21.8148	150.825	22.0502	2.67111	1.33953
153.421	23.4934	2.7674	1.12304	153.422	23.4909	153.491	23.3999	2.66999	1.3647
153.403	23.4901	2.68685	1.10866	153.466	22.9115	153.491	23.3999	2.66999	1.3647
156.047	24.807	2.61145	1.46018	156.047	24.8084	156.159	24.7682	2.66666	1.37208
156.029	24.8045	2.49602	1.44042	156.009	25.0678	156.159	24.7682	2.66666	1.37208
158.901	26.0322	3.21736	1.09444	158.905	26.0308	158.827	26.1372	2.66127	1.36157
158.885	26.0296	2.99307	1.05452	159.014	26.1903	158.827	26.1372	2.66127	1.36157
161.416	27.4234	2.10991	1.61129	161.412	27.4256	161.493	27.4891	2.65371	1.33344
161.485	27.4357	2.38805	1.66264	161.529	27.8454	161.493	27.4891	2.65371	1.33344
163.628	28.7707	1.89856	1.09612	163.625	28.7683	164.155	28.8064	2.64354	1.28825
163.797	28.8011	2.4796	1.20426	164.116	29.315	164.155	28.8064	2.64354	1.28825
166.823	30.2046	3.54726	1.5664	166.828	30.2062	166.809	30.0721	2.63006	1.22694
166.69	30.18	2.84096	1.42879	166.748	29.7121	166.809	30.0721	2.63006	1.22694
169.101	31.3736	1.99704	1.00995	169.097	31.3717	169.452	31.2706	2.61238	1.15075
169.19	31.3896	2.45409	1.09844	169.345	30.7063	169.452	31.2706	2.61238	1.15075
172.17	32.3412	3.46832	0.87341	172.175	32.3404	172.079	32.3873	2.58945	1.06126
172.091	32.3266	2.9399	0.77154	172.135	32.6666	172.079	32.3873	2.58945	1.06126
174.646	33.4601	2.21162	1.36862	174.643	33.4625	174.685	33.4094	2.56021	0.960341
174.655	33.4623	2.33717	1.39502	174.474	33.9157	174.685	33.4094	2.56021	0.960341
177.03	34.2056	2.37911	0.289249	177.03	34.2009	177.261	34.3262	2.52363	0.850119
177.06	34.2111	2.47556	0.307536	177.211	33.8467	177.261	34.3262	2.52363	0.850119
180.139	35.1376	3.67517	1.38829	180.145	35.1423	179.799	35.1289	2.47883	0.732949
179.907	35.0924	2.6449	1.18309	179.543	35.4767	179.799	35.1289	2.47883	0.732949
182.599	35.7567	2.71073	0.30356	182.599	35.753	182.292	35.8114	2.42515	0.611338
182.501	35.738	2.4687	0.256853	182.047	36.2626	182.292	35.8114	2.42515	0.611338
184.734	36.5119	2.03615	1.1242	184.732	36.5155	184.73	36.37	2.36226	0.487877
184.737	36.5122	2.02935	1.1223	184.833	36.1451	184.73	36.37	2.36226	0.487877
186.945	36.9453	2.34228	-0.0405249	186.946	36.9404	187.103	36.804	2.29017	0.365145
187.011	36.9582	2.46378	-0.0165888	187.296	36.9375	187.103	36.804	2.29017	0.365145
189.465	37.4019	2.46838	0.765364	189.465	37.4052	189.401	37.1147	2.20928	0.245623
189.454	37.3994	2.24236	0.720085	189.738	36.951	189.401	37.1147	2.20928	0.245623
191.735	37.567	2.28997	-0.217142	191.735	37.5631	191.615	37.3064	2.12038	0.131592
191.703	37.5604	2.20363	-0.234391	191.682	37.1147	191.615	37.3064	2.12038	0.131592
193.475	37.2794	1.36494	-0.334513	193.471	37.2789	193.738	37.3854	2.02462	0.0250453
193.567	37.2971	1.85995	-0.242789	193.555	37.4234	193.738	37.3854	2.02462	0.0250453
195.986	37.3964	2.95921	0.365252	195.991	37.3991	195.762	37.3598	1.92349	-0.072386
195.785	37.3582	2.07131	0.199248	195.507	37.4891	195.762	37.3598	1.92349	-0.072386
197.726	37.7274	1.82545	0.481746	197.725	37.7285	197.683	37.2395	1.81869	-0.159495
197.691	37.7206	1.79358	0.475266	197.582	37.303	197.683	37.2395	1.81869	-0.159495
199.296	37.2927	1.3854	-1.06828	199.294	37.2862	199.497	37.0353	1.71212	-0.235529
199.353	37.3032	1.68841	-1.01458	199.356	37.3527	199.497	37.0353	1.71212	-0.235529
201.544	36.9921	2.69491	0.203935	201.549	36.9973	201.203	36.7587	1.6057	-0.300201
201.335	36.954	1.805	0.0468768	200.932	37.4694	201.203	36.7587	1.6057	-0.300201
202.964	36.4608	1.43994	-0.878625	202.962	36.4568	202.801	36.4213	1.50137	-0.353671
202.939	36.4565	1.42094	-0.881745	202.65	37.2445	202.801	36.4213	1.50137	-0.353671
203.994	36.1924	0.739278	0.150842	203.991	36.1967	204.294	36.0343	1.40095	-0.396497
204.044	36.2015	1.20276	0.2307	203.809	36.2941	204.294	36.0343	1.40095	-0.396497
